time,open,high,low,close,Entry,Stop,Target,MA fast,MA slow,Exh Top,Exh Bot,EMA 9,EMA 21,EMA 50,EMA 200,VWAP,VWAP +1σ,VWAP -1σ,Volume
1767657600,25566,25582.25,25552.25,25563.25,,,,25563.9625,25547.3,0,0,25580.9255067001,25565.868757474836,25566.46411067537,25610.776703738935,25615.394204632372,25650.602522919842,25580.1858863449,4087
1767661200,25563.5,25602.75,25555.25,25597.5,,,,25569.4625,25550.145,0,0,25584.24040536008,25568.744324977124,25567.681204374374,25610.64459723407,25614.853428796538,25649.97468225517,25579.732175337904,3898
1767664800,25598,25625.5,25592.25,25623.5,,,,25575.875,25553.92,0,0,25592.092324288064,25573.722113615568,25569.87017675185,25610.77251168945,25614.83930041246,25649.735202430962,25579.943398393956,2826
1767668400,25623.75,25629.25,25616,25620.25,,,,25581.575,25556.385,0,0,25597.72385943045,25577.9519214687,25571.845856094915,25610.866815055724,25614.898745749164,25649.65196487008,25580.145526628246,1892
1767672000,25620.75,25648,25620.5,25646.25,,,,25589.9875,25559.095,0,0,25607.429087544362,25584.16083769882,25574.76366565982,25611.218886547707,25615.235990525318,25649.84963576294,25580.622345287695,3262
1767675600,25647,25653.25,25638.5,25642.75,,,,25596.525,25560.84,0,0,25614.49327003549,25589.487125180745,25577.42979641826,25611.53262897012,25615.46070836977,25650.038278855205,25580.883137884335,1728
1767679200,25643,25674.25,25641.75,25668.25,,,,25604.3375,25562.13,0,0,25625.244616028394,25596.64738652795,25580.99137302931,25612.096980920665,25615.977208778644,25650.69954165548,25581.25487590181,2587
1767682800,25669.5,25670,25642.25,25646.75,,,,25608.9875,25562.56,0,0,25629.545692822714,25601.202169570864,25583.570142714434,25612.441787080657,25616.282364899707,25651.02294144324,25581.541788356175,1913
1767686400,25647.5,25647.75,25527.5,25572.25,,,,25609.225,25561.49,0,0,25618.08655425817,25598.57015415533,25583.12621554916,25612.041868801247,25614.76074068741,25649.42534635581,25580.09613501901,10947
1767690000,25572.5,25608,25557,25586.75,,,,25610.7,25560.445,0,0,25611.819243406535,25597.495594686665,25583.268324743312,25611.790208415165,25614.047997834852,25648.62173752693,25579.474258142774,5749
1767693600,25585.5,25597,25571.75,25592,,,,25611.5,25559.555,0,0,25607.85539472523,25596.995995169695,25583.61074338083,25611.593290918496,25613.77497665641,25648.28073971616,25579.269213596657,2529
1767697200,25593.5,25610.25,25590.25,25596.75,,,,25611.35,25558.74,0,0,25605.634315780182,25596.97363197245,25584.126008346288,25611.445596481495,25613.59545043045,25647.92770543305,25579.26319542785,3109
1767700800,25596,25649,25591.5,25641.25,,,,25610.1625,25557.36,0,0,25612.757452624144,25600.99875633859,25586.36616488173,25611.742157710534,25613.852937395804,25647.91062693461,25579.795247857,4890
1767704400,25640.25,25650.5,25590.5,25616.5,,,,25608.075,25555.03,0,0,25613.505962099316,25602.40796030781,25587.547883905976,25611.789499424856,25614.023428625467,25647.543375100093,25580.50348215084,8596
1767708000,25616.75,25761.25,25592.5,25753,,,,25614.3875,25555.475,0,0,25641.40476967945,25616.098145734373,25594.036202184172,25613.19457903257,25635.28839323993,25683.003260118578,25587.573526361284,85081
1767711600,25753,25779,25673,25687.5,,,,25618.125,25554.68,0,0,25650.623815743562,25622.589223394883,25597.701449157343,25613.93393645513,25649.41082346712,25701.98684565624,25596.834801277997,78191
1767715200,25687,25707.75,25639.25,25695.5,,,,25624.025,25554.53,0,0,25659.59905259485,25629.21747581353,25601.53668644529,25614.745539077467,25680.833333333332,25680.833333333332,25680.833333333332,61539
1767718800,25696,25785.5,25674.5,25760.25,,,,25632.7,25555.88,0,0,25679.729242075882,25641.129523466847,25607.76073795724,25616.193344658786,25705.36701244747,25734.551238955497,25676.182785939443,43489
1767722400,25759.75,25805.75,25745,25804.75,,,,25644.025,25557.315,0,0,25704.733393660706,25656.004112242586,25615.485807056957,25618.069530284072,25724.022618726274,25766.369791186433,25681.675446266116,32045
1767726000,25805,25821,25794,25807.75,,,,25656.1375,25565.97,0,0,25725.336714928566,25669.799192947805,25623.025579329234,25619.956898141943,25736.709953221005,25785.905445462766,25687.514460979244,24538
1767729600,25807.75,25837.75,25801.25,25813.5,,,,25668.65,25575.41,1,0,25742.969371942854,25682.862902679823,25630.49516445358,25621.88270015048,25753.371196567765,25808.047951932927,25698.694441202602,41988
1767733200,25813.5,25833,25809.75,25831.25,,,,25680.3375,25585.56,0,0,25760.625497554283,25696.35263879984,25638.36790310246,25623.9659568654,25756.83699023062,25812.3284694373,25701.345511023937,10403
1767740400,25831.25,25844.75,25815.5,25824.75,,,,25690.4,25596.155,0,0,25773.450398043427,25708.02512618167,25645.67700494158,25625.963808040866,25758.110505408866,25813.91269688108,25702.30831393665,3881
1767744000,25825.25,25842.25,25819,25829.5,,,,25700.8625,25604.755,0,0,25784.66031843474,25719.068296528792,25652.88574984583,25627.989043781752,25759.532113982084,25815.684178247695,25703.380049716474,4380
1767747600,25828.75,25835,25811.5,25817.5,,,,25709.425,25613.395,0,0,25791.22825474779,25728.016633207993,25659.34121063619,25629.874724938152,25760.541917269664,25816.781780769285,25704.302053770043,3692
