time,open,high,low,close,Entry,Stop,Target,MA fast,MA slow,Exh Top,Exh Bot,EMA 9,EMA 21,EMA 50,EMA 200,VWAP,VWAP +1σ,VWAP -1σ,Volume
1774961100,23422.25,23426.75,23368.25,23370.25,,,,23335.1125,23315.735,0,0,23364.396952817573,23339.99770837844,23309.146622830092,23416.217152103924,23251.643826913954,23362.331687584807,23140.955966243102,5532
1774962000,23370.75,23393.75,23357,23381.25,,,,23336.975,23320.165,0,0,23367.76756225406,23343.74791670767,23311.97420624852,23415.86922024219,23252.791719165412,23363.61982961976,23141.963608711063,4523
1774962900,23381.25,23405.5,23374.5,23380.75,,,,23339.6375,23323.735,0,0,23370.364049803247,23347.11174246152,23314.671296199558,23415.519775264656,23254.06829743732,23365.133841849238,23143.0027530254,4759
1774963800,23381.75,23468.25,23378.75,23416.75,,,,23344.7375,23328.3,0,0,23379.641239842596,23353.442493146835,23318.674382623103,23415.5320163068,23264.199151234137,23378.99943899528,23149.398863472994,32254
1774964700,23417,23575,23417,23565,,,,23357.325,23333.285,0,0,23416.712991874076,23372.67499376985,23328.33421075553,23417.019259925637,23277.237863114246,23402.365675707802,23152.11005052069,28706
1774965600,23569,23580.75,23495.75,23524,,,,23366.8375,23336.485,0,0,23438.170393499262,23386.431812518047,23336.007378961196,23418.0837449015,23285.877326206653,23417.286789547685,23154.467862865622,19572
1774966500,23524.5,23578,23503.5,23567.5,,,,23379.0125,23341.05,0,0,23464.03631479941,23402.892556834588,23345.08552096272,23419.570473807955,23293.554844322105,23430.420313612358,23156.689375031852,17403
1774967400,23567.75,23587.75,23476.75,23491.5,,,,23387.65,23344.18,0,0,23469.529051839527,23410.947778940535,23350.82726523869,23420.286190486484,23518.666666666668,23518.666666666668,23518.666666666668,19097
1774968300,23491.75,23504,23376.5,23409.5,,,,23392.8375,23345.38,0,0,23457.523241471623,23410.816162673214,23353.128156797957,23420.17886520801,23471.363771089833,23515.59753810699,23427.130004072675,21839
1774969200,23409.25,23550,23407.5,23544.25,,,,23404.0625,23349.24,0,0,23474.8685931773,23422.946511521102,23360.623131041175,23421.413403862658,23481.074395441894,23519.750210934384,23442.398579949404,20376
1774970100,23544.25,23558.75,23483.25,23492,,,,23412.9625,23352.17,0,0,23478.29487454184,23429.22410138282,23365.775165117993,23422.115758053078,23487.38213334366,23523.920882921328,23450.843383765994,16147
1774971000,23492,23520.75,23458,23484.25,,,,23424.8125,23354.25,0,0,23479.485899633473,23434.226455802564,23370.42123707415,23422.73400921673,23487.425284209145,23521.07969272789,23453.7708756904,13847
1774971900,23483.25,23510.25,23442.25,23446.5,,,,23432.8,23356.16,0,0,23472.888719706778,23435.342232547784,23373.404717973204,23422.970486736962,23485.06591379232,23517.47147184226,23452.660355742384,11500
1774972800,23446.25,23533.25,23435.75,23515,,,,23441.8375,23359.85,0,0,23481.310975765424,23442.58384777071,23378.95747413112,23423.886203286842,23486.17643415654,23516.804545849427,23455.548322463652,13447
1774973700,23516,23568,23516,23550.25,,,,23451.925,23364.49,0,0,23495.098780612338,23452.371679791555,23385.67482808676,23425.143554497918,23491.396456079045,23525.05632781349,23457.7365843446,11374
1774974600,23550.25,23857.25,23531.25,23777.5,,,,23471.725,23373.52,0,0,23551.57902448987,23481.928799810503,23401.04052110297,23428.64958878152,23552.666153642567,23658.52924474506,23446.803062540075,46179
1774975500,23779.5,23822.5,23696.75,23775.25,,,,23492.4875,23382.975,0,0,23596.313219591895,23508.594363464093,23415.715402628342,23432.098349092154,23590.847597052107,23716.67771475545,23465.017479348764,38142
1774976400,23775.75,23863.25,23761,23828.5,,,,23517.2625,23393.385,0,0,23642.750575673515,23537.676694058267,23431.90303389782,23436.04264412606,23616.44999204778,23754.995540292555,23477.904443803003,26979
1774977300,23828.25,23876,23794.25,23804.75,,,,23537.35,23403.805,0,0,23675.15046053881,23561.956085507514,23446.524483548885,23439.711374035254,23632.0894058003,23776.21584830985,23487.96296329075,19370
1774978200,23805.25,23872,23761.5,23786,,,,23555.5375,23414.56,0,0,23697.32036843105,23582.32371409774,23459.83724889991,23443.157032005052,23646.422205462222,23792.571948173812,23500.272462750632,23127
1774979100,23785,23822.25,23747.5,23761,,,,23575.075,23424.005,0,0,23710.05629474484,23598.567012816125,23471.64755286462,23446.319648602017,23651.728673873004,23797.177887841084,23506.279459904923,11929
1774980000,23760,23831.75,23760,23818,,,,23596.9125,23434.185,0,0,23731.645035795875,23618.515466196477,23485.230001771888,23450.017960556226,23657.23905610815,23802.809272763054,23511.668839453243,11071
1774980900,23817.5,23848.5,23793.5,23827,,,,23619.225,23444.515,0,0,23750.7160286367,23637.46860563316,23498.632746800442,23453.76902562532,23662.621123877023,23808.79164285371,23516.450604900336,10216
1774981800,23826.25,23864.5,23804,23838,,,,23640.2875,23455.76,0,0,23768.17282290936,23655.698732393783,23511.94126653376,23457.59221940019,23669.046186075455,23816.155783595917,23521.936588554992,12145
1774982700,23837.25,23872,23837.25,23855.5,,,,23654.8125,23467.095,0,0,23785.63825832749,23673.862483994348,23525.41415804224,23461.551500799193,23673.76153575054,23821.904800342625,23525.61827115845,8506
1774983600,23856.25,23887.5,23833.5,23879.25,,,,23672.575,23479.23,0,0,23804.36060666199,23692.534076358497,23539.290073413133,23465.70770477134,23679.40331984126,23828.94200763313,23529.864632049394,10097
1774984500,23879.5,23912.5,23872.75,23882.75,,,,23688.3375,23491.045,0,0,23820.03848532959,23709.82643305318,23552.75909014203,23469.857379350728,23686.406705605994,23838.186116194087,23534.6272950179,11920
1774985400,23882,23921.25,23875,23907.25,,,,23709.125,23503.88,0,0,23837.480788263674,23727.774030048346,23566.660694450187,23474.20954473032,23693.9477286209,23848.190127655504,23539.705329586297,13003
1774986300,23907,23975.25,23882,23909.75,,,,23734.1375,23516.585,1,0,23851.93463061094,23744.31730004395,23580.11517702077,23478.54328060365,23717.65995261524,23879.443444419256,23555.87646081122,42902
1774987200,23909.5,23934.5,23868.25,23926.25,,,,23753.2375,23528.345,0,0,23866.797704488752,23760.85663640359,23593.689091647404,23482.998073831477,23725.57151795983,23888.519034858553,23562.624001061107,17758
1774988100,23925.5,23944.5,23920.5,23942.25,,,,23775.75,23539.795,0,0,23881.888163591,23777.346942185082,23607.35814687692,23487.567744738626,23727.00329702154,23890.312499035368,23563.69409500771,2956
1774989000,23942.75,23945.5,23906.75,23909.75,,,,23797.025,23551.11,0,0,23887.4605308728,23789.38358380462,23619.21665092096,23491.768563198937,23728.048228091528,23891.53299260691,23564.563463576145,2354
1774989900,23909.25,23917.25,23894.5,23905.5,,,,23819.975,23562.67,0,0,23891.06842469824,23799.939621640566,23630.44344892406,23495.885293913376,23728.998264466765,23892.559563092906,23565.436965840625,2345
1774994400,23889,23969,23880,23962.5,,,,23842.35,23575.625,0,0,23905.35473975859,23814.71783785506,23643.46527445645,23500.528226312246,23730.846381993953,23894.84667417675,23566.846089811155,3929
1774995300,23962.5,23974,23933.5,23958.5,,,,23862.7625,23588.53,0,0,23915.983791806873,23827.788943504598,23655.81957741894,23505.085159383765,23732.06123486672,23896.444279500884,23567.678190232557,2408
1774996200,23959.25,23973.5,23938.25,23961.5,,,,23871.9625,23601.085,0,0,23925.0870334455,23839.94449409509,23667.807044971138,23509.626600583928,23732.9856236557,23897.663726870407,23568.30752044099,1830
1774997100,23962,23965,23946,23958,,,,23881.1,23613.765,0,0,23931.6696267564,23850.676812813716,23679.18716085462,23514.088027443788,23733.536142796223,23898.383610975874,23568.688674616573,1104
1774998000,23957,23963.5,23943,23954.25,,,,23887.3875,23626.475,0,0,23936.18570140512,23860.092557103377,23689.973938860323,23518.46774856375,23734.22864025883,23899.277331514935,23569.179949002722,1414
1774998900,23954.75,23984.5,23948.25,23980.5,,,,23896.175,23639.97,0,0,23945.048561124095,23871.038688275796,23701.367117728547,23523.06508439894,23735.056526173226,23900.40844528693,23569.704607059524,1576
1774999800,23977,24020,23973.75,23987,,,,23906.225,23653.315,0,0,23953.438848899277,23881.580625705268,23712.568407229388,23527.681352215866,23736.937172357008,23903.144947598706,23570.72939711531,3304
1775000700,23987,24045.75,23981.75,24038,,,,23920.075,23667.795,0,0,23970.35107911942,23895.80056882297,23725.330430475293,23532.759149706257,23738.74468741819,23905.961449169547,23571.527925666836,2900
1775001600,24036.25,24048.25,24020,24034.5,,,,23930.9,23683.54,0,0,23983.180863295536,23908.409608020884,23737.4547273194,23537.751595977836,23740.72063934621,23909.108512561394,23572.33276613103,3077
1775002500,24035,24037,24005.25,24022.25,,,,23940.6625,23698.25,0,0,23990.994690636428,23918.75873456444,23748.623169385308,23542.572475619847,23742.164760914387,23911.315685878944,23573.01383594983,2379
1775003400,24022,24025.5,23992.25,24021.5,,,,23949.8375,23711.995,0,0,23997.095752509143,23928.098849604034,23759.324221566276,23547.33792362363,23743.259696060784,23912.941272508826,23573.578119612743,1877
1775004300,24020,24036.25,24011.5,24036.25,,,,23958.875,23725.75,0,0,24004.926602007316,23937.930772367305,23770.184056014656,23552.202720403493,23744.16481704067,23914.33302862812,23573.99660545322,1481
1775005200,24037,24042.25,23975,23999,,,,23964.8625,23738.1,0,0,24003.741281605853,23943.482520333913,23779.15723028859,23556.64846447908,23746.34127167413,23917.45482258004,23575.22772076822,3914
1775006100,23999,24014.5,23980.25,24010.25,,,,23971.2375,23751.105,0,0,24005.04302528468,23949.552291212647,23788.2196918459,23561.161912593714,23747.32708191983,23918.842470466818,23575.81169337284,1821
1775007000,24008.5,24013.5,23967,23976,,,,23974.675,23763.965,0,0,23999.234420227745,23951.956628375134,23795.583625499003,23565.28965475696,23748.263673472695,23920.089284232672,23576.438062712718,1862
1775007900,23975.5,23984.75,23967.5,23976.25,,,,23978,23775.43,0,0,23994.637536182196,23954.165116704666,23802.668581361788,23569.378812421073,23748.737741900586,23920.698328864713,23576.77715493646,987
1775008800,23978.25,23996.25,23971,23975.5,,,,23980.4625,23786.495,0,0,23990.810028945758,23956.104651549696,23809.446284053483,23573.419819262654,23749.339028022732,23921.481723881203,23577.19633216426,1232
1775009700,23974.5,23981.5,23965.5,23969,,,,23981.8,23798.47,0,0,23986.448023156605,23957.27695595427,23815.703292521976,23577.355940464022,23749.763673604266,23922.016293134606,23577.511054073926,909
1775010600,23969,23975,23956.25,23970.75,,,,23984.85,23810.26,0,0,23983.308418525285,23958.501778140246,23821.78355556033,23581.270309215623,23750.28599343069,23922.66088119446,23577.91110566692,1147
1775011500,23971.5,23983.5,23965,23966.25,,,,23987.8875,23821.97,0,0,23979.896734820228,23959.206161945676,23827.448906322672,23585.10095290502,23750.73759801485,23923.225861193565,23578.249334836135,977
1775012400,23966.75,23988.5,23963.25,23983,,,,23988.9125,23833.295,0,0,23980.517387856184,23961.369238132433,23833.548949211978,23589.060147403477,23751.093927592,23923.68171832418,23578.506136859818,751
1775013300,23983.75,23984.75,23968.5,23975.75,,,,23989.775,23841.51,0,0,23979.563910284945,23962.676580120395,23839.125461007585,23592.90780762832,23751.355265396276,23924.01325230758,23578.69727848497,557
1775014200,23976.5,23990.75,23976.5,23987.5,,,,23991.075,23850.78,0,0,23981.151128227957,23964.933254654905,23844.944070379835,23596.83409809968,23751.663799649265,23924.416127992154,23578.911471306375,635
1775015100,23987.25,23993.5,23977.75,23981.75,,,,23992.2625,23859.065,0,0,23981.270902582364,23966.462049686277,23850.309008796314,23600.66410707381,23751.975094925776,23924.821184465636,23579.129005385916,644
1775016000,23982,23992.25,23980,23982.25,,,,23993.6625,23868.88,0,0,23981.466722065892,23967.897317896615,23855.483165314105,23604.46098163029,23752.33205277133,23925.285705648945,23579.378399893714,739
1775016900,23984.25,24009,23978.5,24008,,,,23995.0375,23880.85,0,0,23986.773377652713,23971.54301626965,23861.464217654728,23608.47629524591,23752.955489712484,23926.132540607618,23579.77843881735,1224
1775017800,24007,24012.25,23999.5,24007,,,,23996.0375,23890.105,0,0,23990.81870212217,23974.766378426953,23867.171503236896,23612.441705243462,23753.256483025718,23926.550459963488,23579.962506087948,575
1775018700,24006.75,24022.5,24001.5,24011.75,,,,23994.725,23900.5,0,0,23995.004961697738,23978.128525842683,23872.841248208,23616.414922106713,23753.716450468743,23927.198908614864,23580.23399232262,862
1775019600,24013.75,24045,24007.5,24043,,,,23995.15,23911.675,0,0,24004.60396935819,23984.025932584256,23879.514140435134,23620.65954974744,23754.404954926224,23928.22287138308,23580.587038469366,1203
1775020500,24042.75,24073.75,24036,24053,,,,23996.6875,23923.805,0,0,24014.283175486555,23990.296302349325,23886.317507476895,23624.961444774828,23755.43800431617,23929.8434646823,23581.032543950038,1680
1775021400,24053.5,24064.5,24030.75,24053.75,,,,23998.3,23934.58,0,0,24022.176540389242,23996.06482031757,23892.88348757584,23629.22799756314,23756.471592352744,23931.43860503669,23581.5045796688,1719
1775022300,24053.25,24062.5,24038,24041.25,,,,23998.55,23944.4,0,0,24025.991232311393,24000.17256392506,23898.70178218071,23633.32771898042,23757.33303161321,23932.753977221444,23581.912086004973,1454
1775023200,24041.5,24081.25,24039,24079.25,,,,24002.5625,23950.435,0,0,24036.642985849114,24007.361421750054,23905.78210444813,23637.764756602508,23758.790709837867,23935.074462057288,23582.506957618447,2325
1775024100,24078.75,24126.75,24075.75,24119.25,,,,24008.0125,23957.315,0,0,24053.16438867929,24017.533110681867,23914.153394469773,23642.555654546763,23761.577139203553,23939.876487611902,23583.277790795204,3975
1775025000,24118.5,24168.75,24112.75,24166.25,,,,24017.525,23964.07,0,0,24075.781510943434,24031.052827892607,23924.039535863114,23647.76654355625,23765.079595012783,23946.32247827842,23583.836711747146,4532
1775025900,24168.25,24176.75,24154,24169,,,,24027.1625,23971.355,0,0,24094.425208754747,24043.59347990237,23933.645828574365,23652.95294610793,23767.713131171102,23951.245034045667,23584.181228296537,3312
1775026800,24169.5,24181.25,24141.25,24149,,,,24035.8375,23978.615,0,0,24105.340167003797,24053.175890820337,23942.0910901989,23657.888737688943,23770.18474015709,23955.72895897674,23584.64052133744,3225
1775027700,24149,24151.5,24131,24147.5,,,,24044.7625,23986.345,0,0,24113.772133603037,24061.75080983667,23950.14634156365,23662.760491542784,23771.59585698089,23958.199802885963,23584.991911075816,1929
1775028600,24147.75,24179.25,24141.5,24167.25,,,,24054.5875,23993.33,0,0,24124.46770688243,24071.341645306064,23958.66021052194,23667.780287646834,23773.615495482147,23961.83596803017,23585.395022934124,2648
1775029500,24167.25,24169,24072.25,24079.25,,,,24060.2375,23998.375,0,0,24115.424165505945,24072.060586641877,23963.38922187402,23671.8745136404,23776.702765465216,23966.749909898757,23586.655621031674,4795
1775030400,24078.75,24094,24033.5,24048.5,,,,24063.5125,24002.585,0,0,24102.039332404755,24069.91871512898,23966.726899447585,23675.62203091761,23778.991341381537,23969.948986446827,23588.033696316248,4235
1775031300,24048.5,24106.5,24043.25,24081.25,,,,24068.7875,24007.1,0,0,24097.881465923805,24070.94883193544,23971.218001430032,23679.65813011246,23780.77175504072,23972.538219060927,23589.005291020516,3136
1775032200,24082.5,24098.25,24077.25,24092,,,,24074.0125,24011.355,0,0,24096.705172739043,24072.862574486764,23975.95455039356,23683.761034290445,23782.014037098324,23974.388182197425,23589.639891999224,2123
1775033100,24090.25,24102.5,24026.75,24071.75,,,,24078.5125,24015.135,0,0,24091.714138191233,24072.761431351602,23979.71123469185,23687.62162101392,23784.326775121208,23977.617314039864,23591.03623620255,4312
1775034000,24072,24084.5,24028.75,24038,,,,24081.3,24017.75,0,0,24080.971310552988,24069.60130122873,23981.997068625504,23691.107973043632,23785.558986617118,23979.24579664252,23591.872176591714,2472
1775034900,24038.75,24044.25,24003.5,24029.5,,,,24082.375,24020.145,0,0,24070.67704844239,24065.955728389756,23983.859928679405,23694.47505788897,23786.631805856283,23980.54815677661,23592.715454935955,2395
1775035800,24029.25,24055.25,24029,24049.25,,,,24084.4875,24022.605,0,0,24066.391638753914,24064.437025808867,23986.424245201782,23698.00515681545,23787.538962263807,23981.715091585414,23593.3628329422,1893
1775036700,24050.25,24090.75,24049,24068,,,,24087.3,24025.12,0,0,24066.713311003132,24064.760932553516,23989.623294409557,23701.686697543653,23789.040242186973,23983.78137883673,23594.299105537215,2883
1775037600,24070.75,24087.5,24050.75,24070.25,,,,24088.6625,24028.33,0,0,24067.420648802505,24065.259938685016,23992.785126001338,23705.353994085508,23790.04444671607,23985.157109235843,23594.9317841963,1944
1775038500,24070.25,24087,24056.75,24067.25,,,,24089.375,24031.565,0,0,24067.386519042004,24065.440853350014,23995.70531713854,23708.95494936824,23791.20736234692,23986.74662529423,23595.66809939961,2262
1775039400,24069.5,24094.5,24062.5,24090.75,,,,24091.225,24034.13,0,0,24072.059215233603,24067.74168486365,23999.432559603698,23712.753905095917,23792.09981674433,23988.00217751568,23596.19745597298,1675
1775040300,24089.75,24140,24089.25,24127,,,,24095.5125,24037.5,0,0,24083.047372186884,24073.1288044215,24004.43520432512,23716.875756786503,23794.10101580102,23991.058634947643,23597.1433966544,3371
